id,time,會計年度,月份,會計分類,會計科目編號,會計科目名稱,金額
240,10603,106,03,2,1405,機械及設備,3788218400
240,10603,106,03,2,1406,交通及運輸設備,169142795
240,10603,106,03,2,1407,雜項設備,716882853
240,10603,106,03,2,1410,收藏品及傳承資產,37836300000
240,10603,106,03,2,1411,購建中固定資產,553526436
240,10603,106,03,2,1601,無形資產,262030134
240,10603,106,03,2,3601,資本資產總額,61819013942
240,10604,106,04,2,1401,土地,10944251708
240,10604,106,04,2,1402,土地改良物,3293000
240,10604,106,04,2,1404,房屋建築及設備,7541128341
240,10604,106,04,2,1405,機械及設備,3751798237
240,10604,106,04,2,1406,交通及運輸設備,164687644
240,10604,106,04,2,1407,雜項設備,696576798
240,10604,106,04,2,1410,收藏品及傳承資產,37836300000
240,10604,106,04,2,1411,購建中固定資產,581821920
240,10604,106,04,2,1601,無形資產,261482124
240,10604,106,04,2,3601,資本資產總額,61781339772
240,10605,106,05,2,1401,土地,10944251708
240,10605,106,05,2,1402,土地改良物,3293000
240,10605,106,05,2,1404,房屋建築及設備,7573923648
240,10605,106,05,2,1405,機械及設備,3673667358
240,10605,106,05,2,1406,交通及運輸設備,160693353
240,10605,106,05,2,1407,雜項設備,707562242
240,10605,106,05,2,1410,收藏品及傳承資產,37836300000
240,10605,106,05,2,1411,購建中固定資產,593174522
240,10605,106,05,2,1601,無形資產,259194542
240,10605,106,05,2,3601,資本資產總額,61752060373
240,10606,106,06,2,1401,土地,10944251708
240,10606,106,06,2,1402,土地改良物,3363000
240,10606,106,06,2,1404,房屋建築及設備,7570991331
240,10606,106,06,2,1405,機械及設備,3630437821
240,10606,106,06,2,1406,交通及運輸設備,155953901
240,10606,106,06,2,1407,雜項設備,687876433
240,10606,106,06,2,1410,收藏品及傳承資產,37836300000
240,10606,106,06,2,1411,購建中固定資產,623098779
240,10606,106,06,2,1601,無形資產,265440749
240,10606,106,06,2,3601,資本資產總額,61717713722
240,10607,106,07,2,1401,土地,10944251708
240,10607,106,07,2,1402,土地改良物,3363000
240,10607,106,07,2,1404,房屋建築及設備,7556440761
240,10607,106,07,2,1405,機械及設備,3584314474
240,10607,106,07,2,1406,交通及運輸設備,152116118
240,10607,106,07,2,1407,雜項設備,672033734
240,10607,106,07,2,1410,收藏品及傳承資產,37836300000
240,10607,106,07,2,1411,購建中固定資產,647752379
240,10607,106,07,2,1601,無形資產,262347850
240,10607,106,07,2,3601,資本資產總額,61658920024
240,10608,106,08,2,1401,土地,10944251708
240,10608,106,08,2,1402,土地改良物,3363000
240,10608,106,08,2,1404,房屋建築及設備,7545243080
240,10608,106,08,2,1405,機械及設備,3565579209
240,10608,106,08,2,1406,交通及運輸設備,148238738
240,10608,106,08,2,1407,雜項設備,662820301
240,10608,106,08,2,1410,收藏品及傳承資產,37836300000
240,10608,106,08,2,1411,購建中固定資產,691835281
240,10608,106,08,2,1601,無形資產,261096582
240,10608,106,08,2,3601,資本資產總額,61658727899
240,10609,106,09,2,1401,土地,10944251708
240,10609,106,09,2,1402,土地改良物,3363000
240,10609,106,09,2,1404,房屋建築及設備,7533098540
240,10609,106,09,2,1405,機械及設備,3518605407
240,10609,106,09,2,1406,交通及運輸設備,148879294
240,10609,106,09,2,1407,雜項設備,644141343
240,10609,106,09,2,1410,收藏品及傳承資產,37836300000
240,10609,106,09,2,1411,購建中固定資產,692434852
240,10609,106,09,2,1601,無形資產,263219110
240,10609,106,09,2,3601,資本資產總額,61584293254
240,10610,106,10,2,1401,土地,10944251708
240,10610,106,10,2,1402,土地改良物,3363000
240,10610,106,10,2,1404,房屋建築及設備,7519592979
240,10610,106,10,2,1405,機械及設備,3454010923
240,10610,106,10,2,1406,交通及運輸設備,144996982
240,10610,106,10,2,1407,雜項設備,631704647
240,10610,106,10,2,1410,收藏品及傳承資產,37836300000
240,10610,106,10,2,1411,購建中固定資產,704175608
240,10610,106,10,2,1601,無形資產,265969701
240,10610,106,10,2,3601,資本資產總額,61504365548
240,10611,106,11,2,1401,土地,10944251708
240,10611,106,11,2,1402,土地改良物,3363000
240,10611,106,11,2,1404,房屋建築及設備,7506593706
240,10611,106,11,2,1405,機械及設備,3434292993
240,10611,106,11,2,1406,交通及運輸設備,141989069
240,10611,106,11,2,1407,雜項設備,634590595
240,10611,106,11,2,1410,收藏品及傳承資產,37836300000
240,10611,106,11,2,1411,購建中固定資產,715374051
240,10611,106,11,2,1601,無形資產,273120835
240,10611,106,11,2,3601,資本資產總額,61489875957
240,10612,106,12,2,1401,土地,12490219708
240,10612,106,12,2,1402,土地改良物,3363000
240,10612,106,12,2,1404,房屋建築及設備,7495780438
240,10612,106,12,2,1405,機械及設備,3793617091
240,10612,106,12,2,1406,交通及運輸設備,139627861
240,10612,106,12,2,1407,雜項設備,678071283
240,10612,106,12,2,1410,收藏品及傳承資產,37836300000
240,10612,106,12,2,1411,購建中固定資產,1471666626
240,10612,106,12,2,1601,無形資產,286735028
240,10612,106,12,2,3601,資本資產總額,64195381035
240,10701,107,01,2,1401,土地,12490219708
240,10701,107,01,2,1402,土地改良物,3363000
240,10701,107,01,2,1404,房屋建築及設備,7481852977
240,10701,107,01,2,1405,機械及設備,3708064421
240,10701,107,01,2,1406,交通及運輸設備,136127626
240,10701,107,01,2,1407,雜項設備,652794690
240,10701,107,01,2,1410,收藏品及傳承資產,37836300000
240,10701,107,01,2,1411,購建中固定資產,1471845056
240,10701,107,01,2,1601,無形資產,281352162
240,10701,107,01,2,3601,資本資產總額,64061919640
240,10702,107,02,2,1401,土地,12490219708
240,10702,107,02,2,1402,土地改良物,3363000
240,10702,107,02,2,1404,房屋建築及設備,7467925516
240,10702,107,02,2,1405,機械及設備,3608731233
240,10702,107,02,2,1406,交通及運輸設備,132617681
240,10702,107,02,2,1407,雜項設備,628922465
240,10702,107,02,2,1410,收藏品及傳承資產,37836300000
240,10702,107,02,2,1411,購建中固定資產,1472097402
240,10702,107,02,2,1601,無形資產,290319966
240,10702,107,02,2,3601,資本資產總額,63930496971
240,10703,107,03,2,1401,土地,12490238169
240,10703,107,03,2,1402,土地改良物,3363000
240,10703,107,03,2,1404,房屋建築及設備,7462813341
240,10703,107,03,2,1405,機械及設備,3527008905
240,10703,107,03,2,1406,交通及運輸設備,128541839
240,10703,107,03,2,1407,雜項設備,623343226
240,10703,107,03,2,1410,收藏品及傳承資產,37836300000
240,10703,107,03,2,1411,購建中固定資產,1787791630
240,10703,107,03,2,1601,無形資產,286321271
240,10703,107,03,2,3601,資本資產總額,64145721381
240,10704,107,04,2,1401,土地,12490238169
240,10704,107,04,2,1402,土地改良物,3363000
240,10704,107,04,2,1404,房屋建築及設備,7449007948
240,10704,107,04,2,1405,機械及設備,3445119485
240,10704,107,04,2,1406,交通及運輸設備,125027053
240,10704,107,04,2,1407,雜項設備,608187293
240,10704,107,04,2,1410,收藏品及傳承資產,37836300000
240,10704,107,04,2,1411,購建中固定資產,2054223101
240,10704,107,04,2,1601,無形資產,286112556
240,10704,107,04,2,3601,資本資產總額,64297578605
240,10705,107,05,2,1401,土地,12490238169
240,10705,107,05,2,1402,土地改良物,3363000
240,10705,107,05,2,1404,房屋建築及設備,7435202845
240,10705,107,05,2,1405,機械及設備,3390037402
240,10705,107,05,2,1406,交通及運輸設備,125016779
240,10705,107,05,2,1407,雜項設備,595936676
240,10705,107,05,2,1410,收藏品及傳承資產,37836300000
240,10705,107,05,2,1411,購建中固定資產,2177241247
240,10705,107,05,2,1601,無形資產,283302476
240,10705,107,05,2,3601,資本資產總額,64336638594
240,10706,107,06,2,1401,土地,12490238169
240,10706,107,06,2,1402,土地改良物,3363000
240,10706,107,06,2,1404,房屋建築及設備,7421631157
240,10706,107,06,2,1405,機械及設備,3342307932
240,10706,107,06,2,1406,交通及運輸設備,128956500
240,10706,107,06,2,1407,雜項設備,588426229
240,10706,107,06,2,1410,收藏品及傳承資產,37836300000
240,10706,107,06,2,1411,購建中固定資產,2271190503
240,10706,107,06,2,1601,無形資產,286092398
240,10706,107,06,2,3601,資本資產總額,64368505888
240,10707,107,07,2,1401,土地,12490238169
240,10707,107,07,2,1402,土地改良物,3363000
240,10707,107,07,2,1404,房屋建築及設備,7409327575
240,10707,107,07,2,1405,機械及設備,3333378195
240,10707,107,07,2,1406,交通及運輸設備,126913956
240,10707,107,07,2,1407,雜項設備,573212676
240,10707,107,07,2,1410,收藏品及傳承資產,37836300000
240,10707,107,07,2,1411,購建中固定資產,2305767717
240,10707,107,07,2,1601,無形資產,283187783
240,10707,107,07,2,3601,資本資產總額,64361689071
240,10708,107,08,2,1401,土地,12490238169
240,10708,107,08,2,1402,土地改良物,3363000
240,10708,107,08,2,1404,房屋建築及設備,7396529321
240,10708,107,08,2,1405,機械及設備,3334314544
240,10708,107,08,2,1406,交通及運輸設備,123858239
240,10708,107,08,2,1407,雜項設備,569454916
240,10708,107,08,2,1410,收藏品及傳承資產,37836300000
240,10708,107,08,2,1411,購建中固定資產,2429614078
240,10708,107,08,2,1601,無形資產,139874966
240,10708,107,08,2,3601,資本資產總額,64323547233
240,10709,107,09,2,1401,土地,12490238169
240,10709,107,09,2,1402,土地改良物,3363000
240,10709,107,09,2,1404,房屋建築及設備,7382722258
240,10709,107,09,2,1405,機械及設備,3613332519
240,10709,107,09,2,1406,交通及運輸設備,120867303
240,10709,107,09,2,1407,雜項設備,553605133
240,10709,107,09,2,1410,收藏品及傳承資產,37836300000
240,10709,107,09,2,1411,購建中固定資產,2429667429
240,10709,107,09,2,1601,無形資產,294486266
240,10709,107,09,2,3601,資本資產總額,64724582077
240,10710,107,10,2,1401,土地,12490238169
240,10710,107,10,2,1402,土地改良物,3363000
240,10710,107,10,2,1404,房屋建築及設備,7339682550
240,10710,107,10,2,1405,機械及設備,3574417244
240,10710,107,10,2,1406,交通及運輸設備,119232194
240,10710,107,10,2,1407,雜項設備,539574284
240,10710,107,10,2,1410,收藏品及傳承資產,37836300000
240,10710,107,10,2,1411,購建中固定資產,2519811383
240,10710,107,10,2,1601,無形資產,290113844
240,10710,107,10,2,3601,資本資產總額,64712732668
240,10711,107,11,2,1401,土地,12490238169
240,10711,107,11,2,1402,土地改良物,3363000
240,10711,107,11,2,1404,房屋建築及設備,7327508902
240,10711,107,11,2,1405,機械及設備,3518084064
240,10711,107,11,2,1406,交通及運輸設備,116745911
240,10711,107,11,2,1407,雜項設備,548449663
240,10711,107,11,2,1410,收藏品及傳承資產,37836300000
240,10711,107,11,2,1411,購建中固定資產,2434375007
240,10711,107,11,2,1601,無形資產,296434135
240,10711,107,11,2,3601,資本資產總額,64571498851
240,10712,107,12,2,1401,土地,12490238169
240,10712,107,12,2,1402,土地改良物,3363000
240,10712,107,12,2,1404,房屋建築及設備,10009959739
240,10712,107,12,2,1405,機械及設備,3918220628
240,10712,107,12,2,1406,交通及運輸設備,120957731
240,10712,107,12,2,1407,雜項設備,1626510086
240,10712,107,12,2,1410,收藏品及傳承資產,37836300000
240,10712,107,12,2,1411,購建中固定資產,2656905135
240,10712,107,12,2,1601,無形資產,307820299
240,10712,107,12,2,3601,資本資產總額,68970274787
240,10801,108,01,2,1401,土地,12490238169
240,10801,108,01,2,1402,土地改良物,3363000
240,10801,108,01,2,1404,房屋建築及設備,9996251386
240,10801,108,01,2,1405,機械及設備,3816077724
240,10801,108,01,2,1406,交通及運輸設備,115846765
240,10801,108,01,2,1407,雜項設備,1597655371
240,10801,108,01,2,1410,收藏品及傳承資產,37836300000
240,10801,108,01,2,1411,購建中固定資產,2657266960
240,10801,108,01,2,1601,無形資產,309321220
240,10801,108,01,2,3601,資本資產總額,68822320595
240,10802,108,02,2,1401,土地,12490238169
240,10802,108,02,2,1402,土地改良物,3363000
240,10802,108,02,2,1404,房屋建築及設備,9983151663
240,10802,108,02,2,1405,機械及設備,3717544703
240,10802,108,02,2,1406,交通及運輸設備,113040522
240,10802,108,02,2,1407,雜項設備,1564253287
240,10802,108,02,2,1410,收藏品及傳承資產,37836300000
240,10802,108,02,2,1411,購建中固定資產,2704725078
240,10802,108,02,2,1601,無形資產,304345921
240,10802,108,02,2,3601,資本資產總額,68716962343
240,10803,108,03,2,1401,土地,12490238169
240,10803,108,03,2,1402,土地改良物,3363000
240,10803,108,03,2,1404,房屋建築及設備,9969441940
240,10803,108,03,2,1405,機械及設備,3629955076
240,10803,108,03,2,1406,交通及運輸設備,110334335
240,10803,108,03,2,1407,雜項設備,1543009102
240,10803,108,03,2,1410,收藏品及傳承資產,37836300000
240,10803,108,03,2,1411,購建中固定資產,2713660178
240,10803,108,03,2,1601,無形資產,302663019
240,10803,108,03,2,3601,資本資產總額,68598964819
240,10804,108,04,2,1401,土地,12490238169
240,10804,108,04,2,1402,土地改良物,3363000
240,10804,108,04,2,1404,房屋建築及設備,7271466974
240,10804,108,04,2,1405,機械及設備,3556883447
240,10804,108,04,2,1406,交通及運輸設備,108784404
240,10804,108,04,2,1407,雜項設備,552471264
240,10804,108,04,2,1410,收藏品及傳承資產,37836300000
240,10804,108,04,2,1411,購建中固定資產,2722821943
240,10804,108,04,2,1601,無形資產,293765272
240,10804,108,04,2,3601,資本資產總額,64836094473
240,10805,108,05,2,1401,土地,12490238169
240,10805,108,05,2,1402,土地改良物,3363000
240,10805,108,05,2,1404,房屋建築及設備,7260743419
240,10805,108,05,2,1405,機械及設備,3520670829
240,10805,108,05,2,1406,交通及運輸設備,105744963
240,10805,108,05,2,1407,雜項設備,549372448
240,10805,108,05,2,1410,收藏品及傳承資產,37836300000
240,10805,108,05,2,1411,購建中固定資產,2822556139
240,10805,108,05,2,1601,無形資產,286829540
240,10805,108,05,2,3601,資本資產總額,64875818507
240,10806,108,06,2,1401,土地,12490238169
240,10806,108,06,2,1402,土地改良物,3363000
240,10806,108,06,2,1404,房屋建築及設備,7247098597
240,10806,108,06,2,1405,機械及設備,3467375056
240,10806,108,06,2,1406,交通及運輸設備,104346275
240,10806,108,06,2,1407,雜項設備,542203713
240,10806,108,06,2,1410,收藏品及傳承資產,37836300000
240,10806,108,06,2,1411,購建中固定資產,2837180847
240,10806,108,06,2,1601,無形資產,283357550
240,10806,108,06,2,3601,資本資產總額,64811463207
240,10807,108,07,2,1401,土地,12490238169
240,10807,108,07,2,1402,土地改良物,3363000
240,10807,108,07,2,1404,房屋建築及設備,7233425255
240,10807,108,07,2,1405,機械及設備,3428307284
240,10807,108,07,2,1406,交通及運輸設備,102254981
240,10807,108,07,2,1407,雜項設備,533996388
240,10807,108,07,2,1410,收藏品及傳承資產,37836300000
240,10807,108,07,2,1411,購建中固定資產,2893174860
240,10807,108,07,2,1601,無形資產,286831793
240,10807,108,07,2,3601,資本資產總額,64807891730
240,10808,108,08,2,1401,土地,12490238169
240,10808,108,08,2,1402,土地改良物,3363000
240,10808,108,08,2,1404,房屋建築及設備,7219788485
240,10808,108,08,2,1405,機械及設備,3382526983
240,10808,108,08,2,1406,交通及運輸設備,99838812
240,10808,108,08,2,1407,雜項設備,520466474
240,10808,108,08,2,1410,收藏品及傳承資產,37836300000
240,10808,108,08,2,1411,購建中固定資產,2987357291
240,10808,108,08,2,1601,無形資產,289340393
240,10808,108,08,2,3601,資本資產總額,64829219607
240,10809,108,09,2,1401,土地,12490238169
240,10809,108,09,2,1402,土地改良物,3363000
240,10809,108,09,2,1404,房屋建築及設備,7216393254
240,10809,108,09,2,1405,機械及設備,3370743036
240,10809,108,09,2,1406,交通及運輸設備,97951933
240,10809,108,09,2,1407,雜項設備,515955457
240,10809,108,09,2,1410,收藏品及傳承資產,37836300000
240,10809,108,09,2,1411,購建中固定資產,3001542432
240,10809,108,09,2,1601,無形資產,291895193
240,10809,108,09,2,3601,資本資產總額,64824382474
240,10810,108,10,2,1401,土地,12490238169
240,10810,108,10,2,1402,土地改良物,3363000
240,10810,108,10,2,1404,房屋建築及設備,7244595028
240,10810,108,10,2,1405,機械及設備,3322251353
240,10810,108,10,2,1406,交通及運輸設備,96550641
240,10810,108,10,2,1407,雜項設備,520613922
240,10810,108,10,2,1410,收藏品及傳承資產,37836300000
240,10810,108,10,2,1411,購建中固定資產,3055096981
240,10810,108,10,2,1601,無形資產,295942407
240,10810,108,10,2,3601,資本資產總額,64864951501
240,10811,108,11,2,1401,土地,12490238169
240,10811,108,11,2,1402,土地改良物,3363000
240,10811,108,11,2,1404,房屋建築及設備,7243231872
240,10811,108,11,2,1405,機械及設備,3327407134
240,10811,108,11,2,1406,交通及運輸設備,94764102
240,10811,108,11,2,1407,雜項設備,526685417
240,10811,108,11,2,1410,收藏品及傳承資產,37836300000
240,10811,108,11,2,1411,購建中固定資產,3148837525
240,10811,108,11,2,1601,無形資產,297336863
240,10811,108,11,2,3601,資本資產總額,64968164082
240,10812,108,12,2,1401,土地,12490238169
240,10812,108,12,2,1402,土地改良物,3363000
240,10812,108,12,2,1404,房屋建築及設備,7345591393
240,10812,108,12,2,1405,機械及設備,3593618686
240,10812,108,12,2,1406,交通及運輸設備,95659581
240,10812,108,12,2,1407,雜項設備,563599806
240,10812,108,12,2,1410,收藏品及傳承資產,37836300000
240,10812,108,12,2,1411,購建中固定資產,3547340658
240,10812,108,12,2,1601,無形資產,322564529
240,10812,108,12,2,3601,資本資產總額,65798275822
240,105,105,12,2,1401,土地,10915256808
240,105,105,12,2,1404,房屋建築及設備,7573621020
240,105,105,12,2,1405,機械及設備,3706143270
240,105,105,12,2,1406,交通及運輸設備,182328299
240,105,105,12,2,1407,雜項設備,701787072
240,105,105,12,2,1410,收藏品及傳承資產,37836300000
240,105,105,12,2,1411,購建中固定資產,509008403
240,105,105,12,2,1601,無形資產,260180767
240,105,105,12,2,3601,資本資產總額,61684625639
401,10505,105,05,2,1401,土地,2902531202
401,10505,105,05,2,1404,房屋建築及設備,1361654839
401,10505,105,05,2,1405,機械及設備,293153697
401,10505,105,05,2,1406,交通及運輸設備,112076799
401,10505,105,05,2,1407,雜項設備,71347179
401,10505,105,05,2,1601,無形資產,127790968
401,10505,105,05,2,3601,資本資產總額,4868554684
401,10506,105,06,2,1401,土地,2902531202
401,10506,105,06,2,1404,房屋建築及設備,1359458640
401,10506,105,06,2,1405,機械及設備,284896503
401,10506,105,06,2,1406,交通及運輸設備,115394510
401,10506,105,06,2,1407,雜項設備,70269786
401,10506,105,06,2,1601,無形資產,122281512
401,10506,105,06,2,3601,資本資產總額,4854832153
401,10507,105,07,2,1401,土地,2902531202
401,10507,105,07,2,1404,房屋建築及設備,1357262440
401,10507,105,07,2,1405,機械及設備,280402639
401,10507,105,07,2,1406,交通及運輸設備,127801121
401,10507,105,07,2,1407,雜項設備,69804394
401,10507,105,07,2,1601,無形資產,117160996
401,10507,105,07,2,3601,資本資產總額,4854962792
401,10508,105,08,2,1401,土地,3188239817
401,10508,105,08,2,1404,房屋建築及設備,1355066241
401,10508,105,08,2,1405,機械及設備,275331925
401,10508,105,08,2,1406,交通及運輸設備,124603139
401,10508,105,08,2,1407,雜項設備,68082962
401,10508,105,08,2,1601,無形資產,122788662
401,10508,105,08,2,3601,資本資產總額,5134112746
401,10509,105,09,2,1401,土地,3188239817
401,10509,105,09,2,1404,房屋建築及設備,1352870041
401,10509,105,09,2,1405,機械及設備,267142724
401,10509,105,09,2,1406,交通及運輸設備,124383798
401,10509,105,09,2,1407,雜項設備,71478519
401,10509,105,09,2,1601,無形資產,124478341
401,10509,105,09,2,3601,資本資產總額,5128593240
401,10510,105,10,2,1401,土地,3188239817
401,10510,105,10,2,1404,房屋建築及設備,1350673842
401,10510,105,10,2,1405,機械及設備,258736435
401,10510,105,10,2,1406,交通及運輸設備,126082389
401,10510,105,10,2,1407,雜項設備,71289735
401,10510,105,10,2,1601,無形資產,126029254
401,10510,105,10,2,3601,資本資產總額,5121051472
401,10511,105,11,2,1401,土地,3188239817
401,10511,105,11,2,1404,房屋建築及設備,1348477642
401,10511,105,11,2,1405,機械及設備,260528560
401,10511,105,11,2,1406,交通及運輸設備,122758351
401,10511,105,11,2,1407,雜項設備,71226412
401,10511,105,11,2,1601,無形資產,129976752
401,10511,105,11,2,3601,資本資產總額,5121207534
401,10512,105,12,2,1401,土地,3188239817
401,10512,105,12,2,1404,房屋建築及設備,1346281435
401,10512,105,12,2,1405,機械及設備,270360355
401,10512,105,12,2,1406,交通及運輸設備,146405608
401,10512,105,12,2,1407,雜項設備,71020007
401,10512,105,12,2,1601,無形資產,142840560
401,10512,105,12,2,3601,資本資產總額,5165147782
401,10601,106,01,2,1401,土地,3188239817
401,10601,106,01,2,1404,房屋建築及設備,1344085235
401,10601,106,01,2,1405,機械及設備,262864171
401,10601,106,01,2,1406,交通及運輸設備,142580555
401,10601,106,01,2,1407,雜項設備,68936416
401,10601,106,01,2,1601,無形資產,138177707
401,10601,106,01,2,3601,資本資產總額,5144883901
401,10602,106,02,2,1401,土地,3188239817
401,10602,106,02,2,1404,房屋建築及設備,1341889028
401,10602,106,02,2,1405,機械及設備,255386839
401,10602,106,02,2,1406,交通及運輸設備,138799296
401,10602,106,02,2,1407,雜項設備,66932706
401,10602,106,02,2,1601,無形資產,134491497
401,10602,106,02,2,3601,資本資產總額,5125739183
401,10603,106,03,2,1401,土地,3188239817
401,10603,106,03,2,1404,房屋建築及設備,1339692828
401,10603,106,03,2,1405,機械及設備,257879389
401,10603,106,03,2,1406,交通及運輸設備,135393707
401,10603,106,03,2,1407,雜項設備,65843560
401,10603,106,03,2,1601,無形資產,144867488
401,10603,106,03,2,3601,資本資產總額,5131916789
401,10604,106,04,2,1401,土地,3188239817
401,10604,106,04,2,1404,房屋建築及設備,1337496621
401,10604,106,04,2,1405,機械及設備,250872633
401,10604,106,04,2,1406,交通及運輸設備,145801768
401,10604,106,04,2,1407,雜項設備,64533558
401,10604,106,04,2,1601,無形資產,153826973
401,10604,106,04,2,3601,資本資產總額,5140771370
401,10605,106,05,2,1401,土地,3387994817
401,10605,106,05,2,1404,房屋建築及設備,1335300421
401,10605,106,05,2,1405,機械及設備,243436229
401,10605,106,05,2,1406,交通及運輸設備,141933151
401,10605,106,05,2,1407,雜項設備,63960385
401,10605,106,05,2,1601,無形資產,147812438
401,10605,106,05,2,3601,資本資產總額,5320437441
401,10606,106,06,2,1401,土地,3387994817
401,10606,106,06,2,1404,房屋建築及設備,1333104215
401,10606,106,06,2,1405,機械及設備,235920797
401,10606,106,06,2,1406,交通及運輸設備,148792916
401,10606,106,06,2,1407,雜項設備,65055691
401,10606,106,06,2,1601,無形資產,142287821
401,10606,106,06,2,3601,資本資產總額,5313156257
401,10607,106,07,2,1401,土地,3387994817
401,10607,106,07,2,1404,房屋建築及設備,1330908014
401,10607,106,07,2,1405,機械及設備,231451452
401,10607,106,07,2,1406,交通及運輸設備,144762872
401,10607,106,07,2,1407,雜項設備,64288189
401,10607,106,07,2,1601,無形資產,142584572
401,10607,106,07,2,3601,資本資產總額,5301989916
401,10608,106,08,2,1401,土地,3387994817
401,10608,106,08,2,1404,房屋建築及設備,1328711808
401,10608,106,08,2,1405,機械及設備,225915712
401,10608,106,08,2,1406,交通及運輸設備,140682987
401,10608,106,08,2,1407,雜項設備,63722216
401,10608,106,08,2,1601,無形資產,137737325
401,10608,106,08,2,3601,資本資產總額,5284764865
