id,time,職能別分類,經濟性分類,金額
401,105,01一般公共事務,經常支出_受僱人員報酬,"2,441,939"
401,105,01一般公共事務,經常支出_商品及勞務購買支出,"638,335"
401,105,01一般公共事務,經常支出_債務利息,0
401,105,01一般公共事務,經常支出_土地租金支出,"54,203"
401,105,01一般公共事務,經常支出_經常移轉_對企業,0
401,105,01一般公共事務,經常支出_經常移轉_對家庭及民間非營利機構,"17,090"
401,105,01一般公共事務,經常支出_經常移轉_對政府,0
401,105,01一般公共事務,經常支出_經常移轉_對國外,72
401,105,01一般公共事務,經常支出_經常支出合計,"3,151,639"
401,105,01一般公共事務,資本支出_投資及增資_對營業基金,0
401,105,01一般公共事務,資本支出_投資及增資_對非營業特種基金,0
401,105,01一般公共事務,資本支出_投資及增資_對民間企業,0
401,105,01一般公共事務,資本支出_資本移轉_對企業,0
401,105,01一般公共事務,資本支出_資本移轉_對家庭及民間非營利機,0
401,105,01一般公共事務,資本支出_資本移轉_對政府,0
401,105,01一般公共事務,資本支出_資本移轉_對國外,0
401,105,01一般公共事務,資本支出_土地購入,0
401,105,01一般公共事務,資本支出_無形資產購入,0
401,105,01一般公共事務,資本支出_固定資本形成_住宅,0
401,105,01一般公共事務,資本支出_固定資本形成_非住宅房屋,"15,000"
401,105,01一般公共事務,資本支出_固定資本形成_營建工程,0
401,105,01一般公共事務,資本支出_固定資本形成_運輸工具,"11,988"
401,105,01一般公共事務,資本支出_固定資本形成_資訊軟體,"71,675"
401,105,01一般公共事務,資本支出_固定資本形成_機器及其他設備,"169,207"
401,105,01一般公共事務,資本支出_固定資本形成_土地改良,0
401,105,01一般公共事務,資本支出_資本支出合計,"267,870"
401,105,02防衛,經常支出_受僱人員報酬,0
401,105,02防衛,經常支出_商品及勞務購買支出,0
401,105,02防衛,經常支出_債務利息,0
401,105,02防衛,經常支出_土地租金支出,0
401,105,02防衛,經常支出_經常移轉_對企業,0
401,105,02防衛,經常支出_經常移轉_對家庭及民間非營利機構,0
401,105,02防衛,經常支出_經常移轉_對政府,0
401,105,02防衛,經常支出_經常移轉_對國外,0
401,105,02防衛,經常支出_經常支出合計,0
401,105,02防衛,資本支出_投資及增資_對營業基金,0
401,105,02防衛,資本支出_投資及增資_對非營業特種基金,0
401,105,02防衛,資本支出_投資及增資_對民間企業,0
401,105,02防衛,資本支出_資本移轉_對企業,0
401,105,02防衛,資本支出_資本移轉_對家庭及民間非營利機,0
401,105,02防衛,資本支出_資本移轉_對政府,0
401,105,02防衛,資本支出_資本移轉_對國外,0
401,105,02防衛,資本支出_土地購入,0
401,105,02防衛,資本支出_無形資產購入,0
401,105,02防衛,資本支出_固定資本形成_住宅,0
401,105,02防衛,資本支出_固定資本形成_非住宅房屋,0
401,105,02防衛,資本支出_固定資本形成_營建工程,0
401,105,02防衛,資本支出_固定資本形成_運輸工具,0
401,105,02防衛,資本支出_固定資本形成_資訊軟體,0
401,105,02防衛,資本支出_固定資本形成_機器及其他設備,0
401,105,02防衛,資本支出_固定資本形成_土地改良,0
401,105,02防衛,資本支出_資本支出合計,0
401,105,03公共秩序與安全,經常支出_受僱人員報酬,0
401,105,03公共秩序與安全,經常支出_商品及勞務購買支出,0
401,105,03公共秩序與安全,經常支出_債務利息,0
401,105,03公共秩序與安全,經常支出_土地租金支出,0
401,105,03公共秩序與安全,經常支出_經常移轉_對企業,0
401,105,03公共秩序與安全,經常支出_經常移轉_對家庭及民間非營利機構,0
401,105,03公共秩序與安全,經常支出_經常移轉_對政府,0
401,105,03公共秩序與安全,經常支出_經常移轉_對國外,0
401,105,03公共秩序與安全,經常支出_經常支出合計,0
401,105,03公共秩序與安全,資本支出_投資及增資_對營業基金,0
401,105,03公共秩序與安全,資本支出_投資及增資_對非營業特種基金,0
401,105,03公共秩序與安全,資本支出_投資及增資_對民間企業,0
401,105,03公共秩序與安全,資本支出_資本移轉_對企業,0
401,105,03公共秩序與安全,資本支出_資本移轉_對家庭及民間非營利機,0
401,105,03公共秩序與安全,資本支出_資本移轉_對政府,0
401,105,03公共秩序與安全,資本支出_資本移轉_對國外,0
401,105,03公共秩序與安全,資本支出_土地購入,0
401,105,03公共秩序與安全,資本支出_無形資產購入,0
401,105,03公共秩序與安全,資本支出_固定資本形成_住宅,0
401,105,03公共秩序與安全,資本支出_固定資本形成_非住宅房屋,0
401,105,03公共秩序與安全,資本支出_固定資本形成_營建工程,0
401,105,03公共秩序與安全,資本支出_固定資本形成_運輸工具,0
401,105,03公共秩序與安全,資本支出_固定資本形成_資訊軟體,0
401,105,03公共秩序與安全,資本支出_固定資本形成_機器及其他設備,0
401,105,03公共秩序與安全,資本支出_固定資本形成_土地改良,0
401,105,03公共秩序與安全,資本支出_資本支出合計,0
401,105,04教育,經常支出_受僱人員報酬,0
401,105,04教育,經常支出_商品及勞務購買支出,0
401,105,04教育,經常支出_債務利息,0
401,105,04教育,經常支出_土地租金支出,0
401,105,04教育,經常支出_經常移轉_對企業,0
401,105,04教育,經常支出_經常移轉_對家庭及民間非營利機構,0
401,105,04教育,經常支出_經常移轉_對政府,0
401,105,04教育,經常支出_經常移轉_對國外,0
401,105,04教育,經常支出_經常支出合計,0
401,105,04教育,資本支出_投資及增資_對營業基金,0
401,105,04教育,資本支出_投資及增資_對非營業特種基金,0
401,105,04教育,資本支出_投資及增資_對民間企業,0
401,105,04教育,資本支出_資本移轉_對企業,0
401,105,04教育,資本支出_資本移轉_對家庭及民間非營利機,0
401,105,04教育,資本支出_資本移轉_對政府,0
401,105,04教育,資本支出_資本移轉_對國外,0
401,105,04教育,資本支出_土地購入,0
401,105,04教育,資本支出_無形資產購入,0
401,105,04教育,資本支出_固定資本形成_住宅,0
401,105,04教育,資本支出_固定資本形成_非住宅房屋,0
401,105,04教育,資本支出_固定資本形成_營建工程,0
401,105,04教育,資本支出_固定資本形成_運輸工具,0
401,105,04教育,資本支出_固定資本形成_資訊軟體,0
401,105,04教育,資本支出_固定資本形成_機器及其他設備,0
401,105,04教育,資本支出_固定資本形成_土地改良,0
401,105,04教育,資本支出_資本支出合計,0
401,105,05保健,經常支出_受僱人員報酬,0
401,105,05保健,經常支出_商品及勞務購買支出,0
401,105,05保健,經常支出_債務利息,0
401,105,05保健,經常支出_土地租金支出,0
401,105,05保健,經常支出_經常移轉_對企業,0
401,105,05保健,經常支出_經常移轉_對家庭及民間非營利機構,0
401,105,05保健,經常支出_經常移轉_對政府,0
401,105,05保健,經常支出_經常移轉_對國外,0
401,105,05保健,經常支出_經常支出合計,0
401,105,05保健,資本支出_投資及增資_對營業基金,0
401,105,05保健,資本支出_投資及增資_對非營業特種基金,0
401,105,05保健,資本支出_投資及增資_對民間企業,0
401,105,05保健,資本支出_資本移轉_對企業,0
401,105,05保健,資本支出_資本移轉_對家庭及民間非營利機,0
401,105,05保健,資本支出_資本移轉_對政府,0
401,105,05保健,資本支出_資本移轉_對國外,0
401,105,05保健,資本支出_土地購入,0
401,105,05保健,資本支出_無形資產購入,0
401,105,05保健,資本支出_固定資本形成_住宅,0
401,105,05保健,資本支出_固定資本形成_非住宅房屋,0
401,105,05保健,資本支出_固定資本形成_營建工程,0
401,105,05保健,資本支出_固定資本形成_運輸工具,0
401,105,05保健,資本支出_固定資本形成_資訊軟體,0
401,105,05保健,資本支出_固定資本形成_機器及其他設備,0
401,105,05保健,資本支出_固定資本形成_土地改良,0
401,105,05保健,資本支出_資本支出合計,0
401,105,06社會安全與福利,經常支出_受僱人員報酬,"103,559"
401,105,06社會安全與福利,經常支出_商品及勞務購買支出,0
401,105,06社會安全與福利,經常支出_債務利息,0
401,105,06社會安全與福利,經常支出_土地租金支出,0
401,105,06社會安全與福利,經常支出_經常移轉_對企業,0
401,105,06社會安全與福利,經常支出_經常移轉_對家庭及民間非營利機構,0
401,105,06社會安全與福利,經常支出_經常移轉_對政府,0
401,105,06社會安全與福利,經常支出_經常移轉_對國外,0
401,105,06社會安全與福利,經常支出_經常支出合計,"103,559"
401,105,06社會安全與福利,資本支出_投資及增資_對營業基金,0
401,105,06社會安全與福利,資本支出_投資及增資_對非營業特種基金,0
401,105,06社會安全與福利,資本支出_投資及增資_對民間企業,0
401,105,06社會安全與福利,資本支出_資本移轉_對企業,0
401,105,06社會安全與福利,資本支出_資本移轉_對家庭及民間非營利機,0
401,105,06社會安全與福利,資本支出_資本移轉_對政府,0
401,105,06社會安全與福利,資本支出_資本移轉_對國外,0
401,105,06社會安全與福利,資本支出_土地購入,0
401,105,06社會安全與福利,資本支出_無形資產購入,0
401,105,06社會安全與福利,資本支出_固定資本形成_住宅,0
401,105,06社會安全與福利,資本支出_固定資本形成_非住宅房屋,0
401,105,06社會安全與福利,資本支出_固定資本形成_營建工程,0
401,105,06社會安全與福利,資本支出_固定資本形成_運輸工具,0
401,105,06社會安全與福利,資本支出_固定資本形成_資訊軟體,0
401,105,06社會安全與福利,資本支出_固定資本形成_機器及其他設備,0
401,105,06社會安全與福利,資本支出_固定資本形成_土地改良,0
401,105,06社會安全與福利,資本支出_資本支出合計,0
401,105,07住宅及社區服務,經常支出_受僱人員報酬,0
401,105,07住宅及社區服務,經常支出_商品及勞務購買支出,0
401,105,07住宅及社區服務,經常支出_債務利息,0
401,105,07住宅及社區服務,經常支出_土地租金支出,0
401,105,07住宅及社區服務,經常支出_經常移轉_對企業,0
401,105,07住宅及社區服務,經常支出_經常移轉_對家庭及民間非營利機構,0
401,105,07住宅及社區服務,經常支出_經常移轉_對政府,0
401,105,07住宅及社區服務,經常支出_經常移轉_對國外,0
401,105,07住宅及社區服務,經常支出_經常支出合計,0
401,105,07住宅及社區服務,資本支出_投資及增資_對營業基金,0
401,105,07住宅及社區服務,資本支出_投資及增資_對非營業特種基金,0
401,105,07住宅及社區服務,資本支出_投資及增資_對民間企業,0
401,105,07住宅及社區服務,資本支出_資本移轉_對企業,0
401,105,07住宅及社區服務,資本支出_資本移轉_對家庭及民間非營利機,0
401,105,07住宅及社區服務,資本支出_資本移轉_對政府,0
401,105,07住宅及社區服務,資本支出_資本移轉_對國外,0
401,105,07住宅及社區服務,資本支出_土地購入,0
401,105,07住宅及社區服務,資本支出_無形資產購入,0
401,105,07住宅及社區服務,資本支出_固定資本形成_住宅,0
401,105,07住宅及社區服務,資本支出_固定資本形成_非住宅房屋,0
401,105,07住宅及社區服務,資本支出_固定資本形成_營建工程,0
401,105,07住宅及社區服務,資本支出_固定資本形成_運輸工具,0
401,105,07住宅及社區服務,資本支出_固定資本形成_資訊軟體,0
401,105,07住宅及社區服務,資本支出_固定資本形成_機器及其他設備,0
401,105,07住宅及社區服務,資本支出_固定資本形成_土地改良,0
401,105,07住宅及社區服務,資本支出_資本支出合計,0
401,105,08娛樂、文化與宗教,經常支出_受僱人員報酬,0
401,105,08娛樂、文化與宗教,經常支出_商品及勞務購買支出,0
401,105,08娛樂、文化與宗教,經常支出_債務利息,0
401,105,08娛樂、文化與宗教,經常支出_土地租金支出,0
401,105,08娛樂、文化與宗教,經常支出_經常移轉_對企業,0
401,105,08娛樂、文化與宗教,經常支出_經常移轉_對家庭及民間非營利機構,0
401,105,08娛樂、文化與宗教,經常支出_經常移轉_對政府,0
401,105,08娛樂、文化與宗教,經常支出_經常移轉_對國外,0
401,105,08娛樂、文化與宗教,經常支出_經常支出合計,0
401,105,08娛樂、文化與宗教,資本支出_投資及增資_對營業基金,0
401,105,08娛樂、文化與宗教,資本支出_投資及增資_對非營業特種基金,0
401,105,08娛樂、文化與宗教,資本支出_投資及增資_對民間企業,0
401,105,08娛樂、文化與宗教,資本支出_資本移轉_對企業,0
401,105,08娛樂、文化與宗教,資本支出_資本移轉_對家庭及民間非營利機,0
401,105,08娛樂、文化與宗教,資本支出_資本移轉_對政府,0
401,105,08娛樂、文化與宗教,資本支出_資本移轉_對國外,0
401,105,08娛樂、文化與宗教,資本支出_土地購入,0
401,105,08娛樂、文化與宗教,資本支出_無形資產購入,0
401,105,08娛樂、文化與宗教,資本支出_固定資本形成_住宅,0
401,105,08娛樂、文化與宗教,資本支出_固定資本形成_非住宅房屋,0
401,105,08娛樂、文化與宗教,資本支出_固定資本形成_營建工程,0
401,105,08娛樂、文化與宗教,資本支出_固定資本形成_運輸工具,0
401,105,08娛樂、文化與宗教,資本支出_固定資本形成_資訊軟體,0
401,105,08娛樂、文化與宗教,資本支出_固定資本形成_機器及其他設備,0
401,105,08娛樂、文化與宗教,資本支出_固定資本形成_土地改良,0
401,105,08娛樂、文化與宗教,資本支出_資本支出合計,0
401,105,09燃料與能源,經常支出_受僱人員報酬,0
401,105,09燃料與能源,經常支出_商品及勞務購買支出,0
401,105,09燃料與能源,經常支出_債務利息,0
401,105,09燃料與能源,經常支出_土地租金支出,0
401,105,09燃料與能源,經常支出_經常移轉_對企業,0
401,105,09燃料與能源,經常支出_經常移轉_對家庭及民間非營利機構,0
401,105,09燃料與能源,經常支出_經常移轉_對政府,0
401,105,09燃料與能源,經常支出_經常移轉_對國外,0
401,105,09燃料與能源,經常支出_經常支出合計,0
401,105,09燃料與能源,資本支出_投資及增資_對營業基金,0
401,105,09燃料與能源,資本支出_投資及增資_對非營業特種基金,0
401,105,09燃料與能源,資本支出_投資及增資_對民間企業,0
401,105,09燃料與能源,資本支出_資本移轉_對企業,0
401,105,09燃料與能源,資本支出_資本移轉_對家庭及民間非營利機,0
401,105,09燃料與能源,資本支出_資本移轉_對政府,0
401,105,09燃料與能源,資本支出_資本移轉_對國外,0
401,105,09燃料與能源,資本支出_土地購入,0
401,105,09燃料與能源,資本支出_無形資產購入,0
401,105,09燃料與能源,資本支出_固定資本形成_住宅,0
401,105,09燃料與能源,資本支出_固定資本形成_非住宅房屋,0
401,105,09燃料與能源,資本支出_固定資本形成_營建工程,0
401,105,09燃料與能源,資本支出_固定資本形成_運輸工具,0
401,105,09燃料與能源,資本支出_固定資本形成_資訊軟體,0
401,105,09燃料與能源,資本支出_固定資本形成_機器及其他設備,0
401,105,09燃料與能源,資本支出_固定資本形成_土地改良,0
401,105,09燃料與能源,資本支出_資本支出合計,0
401,105,10農、林、漁、牧業,經常支出_受僱人員報酬,0
401,105,10農、林、漁、牧業,經常支出_商品及勞務購買支出,0
401,105,10農、林、漁、牧業,經常支出_債務利息,0
401,105,10農、林、漁、牧業,經常支出_土地租金支出,0
401,105,10農、林、漁、牧業,經常支出_經常移轉_對企業,0
401,105,10農、林、漁、牧業,經常支出_經常移轉_對家庭及民間非營利機構,0
401,105,10農、林、漁、牧業,經常支出_經常移轉_對政府,0
401,105,10農、林、漁、牧業,經常支出_經常移轉_對國外,0
401,105,10農、林、漁、牧業,經常支出_經常支出合計,0
401,105,10農、林、漁、牧業,資本支出_投資及增資_對營業基金,0
401,105,10農、林、漁、牧業,資本支出_投資及增資_對非營業特種基金,0
401,105,10農、林、漁、牧業,資本支出_投資及增資_對民間企業,0
401,105,10農、林、漁、牧業,資本支出_資本移轉_對企業,0
401,105,10農、林、漁、牧業,資本支出_資本移轉_對家庭及民間非營利機,0
401,105,10農、林、漁、牧業,資本支出_資本移轉_對政府,0
401,105,10農、林、漁、牧業,資本支出_資本移轉_對國外,0
401,105,10農、林、漁、牧業,資本支出_土地購入,0
401,105,10農、林、漁、牧業,資本支出_無形資產購入,0
401,105,10農、林、漁、牧業,資本支出_固定資本形成_住宅,0
401,105,10農、林、漁、牧業,資本支出_固定資本形成_非住宅房屋,0
401,105,10農、林、漁、牧業,資本支出_固定資本形成_營建工程,0
401,105,10農、林、漁、牧業,資本支出_固定資本形成_運輸工具,0
401,105,10農、林、漁、牧業,資本支出_固定資本形成_資訊軟體,0
401,105,10農、林、漁、牧業,資本支出_固定資本形成_機器及其他設備,0
401,105,10農、林、漁、牧業,資本支出_固定資本形成_土地改良,0
401,105,10農、林、漁、牧業,資本支出_資本支出合計,0
401,105,11礦業、製造業及營造業,經常支出_受僱人員報酬,0
401,105,11礦業、製造業及營造業,經常支出_商品及勞務購買支出,0
401,105,11礦業、製造業及營造業,經常支出_債務利息,0
401,105,11礦業、製造業及營造業,經常支出_土地租金支出,0
401,105,11礦業、製造業及營造業,經常支出_經常移轉_對企業,0
401,105,11礦業、製造業及營造業,經常支出_經常移轉_對家庭及民間非營利機構,0
401,105,11礦業、製造業及營造業,經常支出_經常移轉_對政府,0
401,105,11礦業、製造業及營造業,經常支出_經常移轉_對國外,0
401,105,11礦業、製造業及營造業,經常支出_經常支出合計,0
401,105,11礦業、製造業及營造業,資本支出_投資及增資_對營業基金,0
401,105,11礦業、製造業及營造業,資本支出_投資及增資_對非營業特種基金,0
401,105,11礦業、製造業及營造業,資本支出_投資及增資_對民間企業,0
401,105,11礦業、製造業及營造業,資本支出_資本移轉_對企業,0
401,105,11礦業、製造業及營造業,資本支出_資本移轉_對家庭及民間非營利機,0
401,105,11礦業、製造業及營造業,資本支出_資本移轉_對政府,0
401,105,11礦業、製造業及營造業,資本支出_資本移轉_對國外,0
401,105,11礦業、製造業及營造業,資本支出_土地購入,0
401,105,11礦業、製造業及營造業,資本支出_無形資產購入,0
401,105,11礦業、製造業及營造業,資本支出_固定資本形成_住宅,0
401,105,11礦業、製造業及營造業,資本支出_固定資本形成_非住宅房屋,0
401,105,11礦業、製造業及營造業,資本支出_固定資本形成_營建工程,0
401,105,11礦業、製造業及營造業,資本支出_固定資本形成_運輸工具,0
401,105,11礦業、製造業及營造業,資本支出_固定資本形成_資訊軟體,0
401,105,11礦業、製造業及營造業,資本支出_固定資本形成_機器及其他設備,0
401,105,11礦業、製造業及營造業,資本支出_固定資本形成_土地改良,0
401,105,11礦業、製造業及營造業,資本支出_資本支出合計,0
401,105,12運輸及通信,經常支出_受僱人員報酬,0
401,105,12運輸及通信,經常支出_商品及勞務購買支出,0
401,105,12運輸及通信,經常支出_債務利息,0
401,105,12運輸及通信,經常支出_土地租金支出,0
401,105,12運輸及通信,經常支出_經常移轉_對企業,0
401,105,12運輸及通信,經常支出_經常移轉_對家庭及民間非營利機構,0
401,105,12運輸及通信,經常支出_經常移轉_對政府,0
401,105,12運輸及通信,經常支出_經常移轉_對國外,0
401,105,12運輸及通信,經常支出_經常支出合計,0
401,105,12運輸及通信,資本支出_投資及增資_對營業基金,0
401,105,12運輸及通信,資本支出_投資及增資_對非營業特種基金,0
401,105,12運輸及通信,資本支出_投資及增資_對民間企業,0
401,105,12運輸及通信,資本支出_資本移轉_對企業,0
401,105,12運輸及通信,資本支出_資本移轉_對家庭及民間非營利機,0
401,105,12運輸及通信,資本支出_資本移轉_對政府,0
401,105,12運輸及通信,資本支出_資本移轉_對國外,0
401,105,12運輸及通信,資本支出_土地購入,0
401,105,12運輸及通信,資本支出_無形資產購入,0
401,105,12運輸及通信,資本支出_固定資本形成_住宅,0
401,105,12運輸及通信,資本支出_固定資本形成_非住宅房屋,0
401,105,12運輸及通信,資本支出_固定資本形成_營建工程,0
401,105,12運輸及通信,資本支出_固定資本形成_運輸工具,0
401,105,12運輸及通信,資本支出_固定資本形成_資訊軟體,0
401,105,12運輸及通信,資本支出_固定資本形成_機器及其他設備,0
401,105,12運輸及通信,資本支出_固定資本形成_土地改良,0
401,105,12運輸及通信,資本支出_資本支出合計,0
401,105,13其他經濟服務,經常支出_受僱人員報酬,0
401,105,13其他經濟服務,經常支出_商品及勞務購買支出,0
401,105,13其他經濟服務,經常支出_債務利息,0
401,105,13其他經濟服務,經常支出_土地租金支出,0
401,105,13其他經濟服務,經常支出_經常移轉_對企業,0
401,105,13其他經濟服務,經常支出_經常移轉_對家庭及民間非營利機構,0
401,105,13其他經濟服務,經常支出_經常移轉_對政府,0
401,105,13其他經濟服務,經常支出_經常移轉_對國外,0
401,105,13其他經濟服務,經常支出_經常支出合計,0
401,105,13其他經濟服務,資本支出_投資及增資_對營業基金,0
401,105,13其他經濟服務,資本支出_投資及增資_對非營業特種基金,0
401,105,13其他經濟服務,資本支出_投資及增資_對民間企業,0
401,105,13其他經濟服務,資本支出_資本移轉_對企業,0
401,105,13其他經濟服務,資本支出_資本移轉_對家庭及民間非營利機,0
401,105,13其他經濟服務,資本支出_資本移轉_對政府,0
401,105,13其他經濟服務,資本支出_資本移轉_對國外,0
401,105,13其他經濟服務,資本支出_土地購入,0
401,105,13其他經濟服務,資本支出_無形資產購入,0
401,105,13其他經濟服務,資本支出_固定資本形成_住宅,0
401,105,13其他經濟服務,資本支出_固定資本形成_非住宅房屋,0
401,105,13其他經濟服務,資本支出_固定資本形成_營建工程,0
401,105,13其他經濟服務,資本支出_固定資本形成_運輸工具,0
401,105,13其他經濟服務,資本支出_固定資本形成_資訊軟體,0
401,105,13其他經濟服務,資本支出_固定資本形成_機器及其他設備,0
401,105,13其他經濟服務,資本支出_固定資本形成_土地改良,0
401,105,13其他經濟服務,資本支出_資本支出合計,0
401,105,14環境保護,經常支出_受僱人員報酬,0
401,105,14環境保護,經常支出_商品及勞務購買支出,0
401,105,14環境保護,經常支出_債務利息,0
401,105,14環境保護,經常支出_土地租金支出,0
401,105,14環境保護,經常支出_經常移轉_對企業,0
401,105,14環境保護,經常支出_經常移轉_對家庭及民間非營利機構,0
401,105,14環境保護,經常支出_經常移轉_對政府,0
401,105,14環境保護,經常支出_經常移轉_對國外,0
401,105,14環境保護,經常支出_經常支出合計,0
401,105,14環境保護,資本支出_投資及增資_對營業基金,0
401,105,14環境保護,資本支出_投資及增資_對非營業特種基金,0
401,105,14環境保護,資本支出_投資及增資_對民間企業,0
401,105,14環境保護,資本支出_資本移轉_對企業,0
401,105,14環境保護,資本支出_資本移轉_對家庭及民間非營利機,0
401,105,14環境保護,資本支出_資本移轉_對政府,0
401,105,14環境保護,資本支出_資本移轉_對國外,0
401,105,14環境保護,資本支出_土地購入,0
401,105,14環境保護,資本支出_無形資產購入,0
401,105,14環境保護,資本支出_固定資本形成_住宅,0
401,105,14環境保護,資本支出_固定資本形成_非住宅房屋,0
401,105,14環境保護,資本支出_固定資本形成_營建工程,0
401,105,14環境保護,資本支出_固定資本形成_運輸工具,0
401,105,14環境保護,資本支出_固定資本形成_資訊軟體,0
401,105,14環境保護,資本支出_固定資本形成_機器及其他設備,0
401,105,14環境保護,資本支出_固定資本形成_土地改良,0
401,105,14環境保護,資本支出_資本支出合計,0
401,105,15其他支出,經常支出_受僱人員報酬,"16,258"
401,105,15其他支出,經常支出_商品及勞務購買支出,0
401,105,15其他支出,經常支出_債務利息,0
401,105,15其他支出,經常支出_土地租金支出,0
401,105,15其他支出,經常支出_經常移轉_對企業,0
401,105,15其他支出,經常支出_經常移轉_對家庭及民間非營利機構,0
401,105,15其他支出,經常支出_經常移轉_對政府,0
401,105,15其他支出,經常支出_經常移轉_對國外,0
401,105,15其他支出,經常支出_經常支出合計,"16,258"
401,105,15其他支出,資本支出_投資及增資_對營業基金,0
401,105,15其他支出,資本支出_投資及增資_對非營業特種基金,0
401,105,15其他支出,資本支出_投資及增資_對民間企業,0
401,105,15其他支出,資本支出_資本移轉_對企業,0
401,105,15其他支出,資本支出_資本移轉_對家庭及民間非營利機,0
401,105,15其他支出,資本支出_資本移轉_對政府,0
401,105,15其他支出,資本支出_資本移轉_對國外,0
401,105,15其他支出,資本支出_土地購入,0
401,105,15其他支出,資本支出_無形資產購入,0
401,105,15其他支出,資本支出_固定資本形成_住宅,0
401,105,15其他支出,資本支出_固定資本形成_非住宅房屋,0
401,105,15其他支出,資本支出_固定資本形成_營建工程,0
401,105,15其他支出,資本支出_固定資本形成_運輸工具,0
401,105,15其他支出,資本支出_固定資本形成_資訊軟體,0
401,105,15其他支出,資本支出_固定資本形成_機器及其他設備,0
401,105,15其他支出,資本支出_固定資本形成_土地改良,0
401,105,15其他支出,資本支出_資本支出合計,0
