id,time,計畫名稱及領域代碼,擬前往國家或地區,主要會議議題談判重點等,預計天數,擬派人數,旅費預算_交通費,旅費預算_生活費,旅費預算_辦公費,旅費預算_合計,歸屬預算科目,最近三次有關同一出國計畫之實際執行情形_出國地點1,最近三次有關同一出國計畫之實際執行情形_出國期間1,最近三次有關同一出國計畫之實際執行情形_出國人數1,最近三次有關同一出國計畫之實際執行情形_國外旅費1,最近三次有關同一出國計畫之實際執行情形_出國地點2,最近三次有關同一出國計畫之實際執行情形_出國期間2,最近三次有關同一出國計畫之實際執行情形_出國人數2,最近三次有關同一出國計畫之實際執行情形_國外旅費2,最近三次有關同一出國計畫之實際執行情形_出國地點3,最近三次有關同一出國計畫之實際執行情形_出國期間3,最近三次有關同一出國計畫之實際執行情形_出國人數3,最近三次有關同一出國計畫之實際執行情形_國外旅費3
240,114,104　天文儀器研發相關國際會議-22,歐美亞澳洲,發表論文,7,5,250,120,45,415,數理科學研究,美、亞洲,112.07,2,134,,,,,,,,
240,114,105　阿拉伯芥植物相關國際會議-15,歐美亞澳洲,學術討論與發表論文,7,2,88,60,30,178,南部院區,,,,,,,,,,,,
240,114,106　生化及分子生物學相關會議-15,歐美亞澳非洲,參加會議、發表論文,7,4,185,215,78,478,生命科學研究,日本千葉,112.05,6,386,荷蘭,112.09,1,34,美國,112.10,1,11
240,114,107　轉譯體學相關國際會議-15,歐美亞澳洲,學術討論與發表論文,7,2,83,60,30,173,南部院區,,,,,,,,,,,,
240,114,108　國際植物分子生物學相關會議-15,歐美亞澳非洲,參加會議、發表論文,7,6,234,271,98,603,生命科學研究,美國聖地牙哥,112.01,1,44,新加坡,112.05,1,19,捷克布拉格,112.06,1,8
240,114,109　植物基因體相關國際會議-15,歐美亞澳洲,學術討論與發表論文,6,2,82,65,30,177,南部院區,,,,,,,,,,,,
240,114,110　藥用植物相關會議-15,歐美亞澳非洲,參加會議、發表論文,7,3,94,119,51,264,生命科學研究,泰國曼谷,112.03,3,46,美國奧蘭多,112.04,1,4,美國休士頓,112.06,1,37
240,114,111　植物學相關國際會議-15,歐美亞澳洲,學術討論與發表論文,6,2,80,70,25,175,南部院區,,,,,,,,,,,,
240,114,112　植物分子生物學相關國際會議-15,歐美亞澳洲,學術討論與發表論文,6,3,100,65,28,193,南部院區,,,,,,,,,,,,
240,114,113　史學及考文研究相關之學術會議-76,歐美亞澳非等地區,出席國際學術會議等,7,7,450,480,70,1000,人文及社會科學研究,,,,,,,,,,,,
240,114,114　數位人文研究計畫-74,歐美亞澳,出席國際學術會議、展覽，進行學術交流,18,5,300,300,1,601,學術研究與人才培育,美國西雅圖,113.03,3,343,,,,,,,,
240,114,115　近代史研究及史料搜集整編-76,歐美亞等地,出席國際學術會議等,5,8,340,375,85,800,人文及社會科學研究,美國,113.03,1,148,日本,113.03,1,142,日本,113.02,1,112
240,114,116　各學門經濟問題專題研討會-85,歐美亞地區,參加會議及發表論文,7,26,981,1266,226,2473,人文及社會科學研究,美國芝加哥,113.03,1,82,日本東京,113.01,3,178,美國德州,113.01,1,142
240,114,117　出席歐美研究相關議題會議-84,歐美地區,出席歐美研究相關議題會議,7,1,55,41,2,98,人文及社會科學研究,,,,,,,,,,,,
240,114,118　出席歐美研究相關議題會議-84,美國,法律推理與憲法解釋,7,1,50,46,2,98,人文及社會科學研究,,,,,,,,,,,,
240,114,119　出席歐美研究相關議題會議-84,義大利,北約與印太區域安全,8,1,55,41,2,98,人文及社會科學研究,,,,,,,,,,,,
240,114,120　文學、哲學及經學研究-73,歐、美及亞洲等國,文哲經等學術及研究相關領域,10,5,188,208,,396,人文及社會科學研究,,,,,,,,,,,,
240,114,121　台灣史研究-76,亞洲地區,參加國際學術會議,10,2,40,63,,103,人文及社會科學研究,新加坡,112.05,1,54,東京,112.10,1,35,名古屋,112.11,1,5
240,114,122　國際社會學會議-80,歐亞美澳非,國際社會學會議,5,3,20,29,,49,人文及社會科學研究,美國,112.09,1,85,美國亞特蘭大,112.10,1,85,日本東京,112.11,1,72
240,114,123　語言學研究-72,歐亞美洲,語言學國際會議,7,10,400,760,100,1260,人文及社會科學研究,法國,113.03,1,75,法國,112.10,1,64,法國,112.07,1,37
240,114,124　應用科學相關研究之國際會議暨研討-16,歐美亞太地區,參加會議及發表論文,5,3,90,50,20,160,數理科學研究,日本,112.09,1,50,日本,112.12,1,50,日本,112.12,1,62
240,114,125　全球氣候變遷研討會-13,歐美亞太地區,參加會議及發表論文,6,4,160,144,,304,數理科學研究,德國,112.07,1,100,日本,112.11,1,49,,,,
240,114,126　國際大氣遙測及空氣品質研討會-13,歐美亞太地區,參加會議及發表論文,6,4,160,144,,304,數理科學研究,德國,112.07,4,400,日本,112.08,1,7,,,,
240,114,127　海洋科學研討會-1A,歐美亞太地區,參加會議及發表論文,6,3,113,108,,221,數理科學研究,法國,112.07,1,79,馬來西亞,112.11,1,38,日本,112.12,1,67
240,114,128　海洋生物多樣性研討會-15,歐美亞澳非,海洋生態保育、海岸研討,5,7,370,280,56,706,生命科學研究,日本,112.09,1,29,韓國,112.10,1,60,日本,112.11,1,40
240,114,129　陸域生物多樣性研討會-15,歐美亞澳非,陸域生態、社會性昆蟲研討,7,10,448,340,60,848,生命科學研究,美國,112.11,1,23,日本,112.12,1,37,新加坡,112.12,1,102
240,114,130　化學生物學相關研究之國際會議暨研討-15,歐美亞澳洲,與基因體相關研究之國際會議,7,8,480,220,200,900,生命科學研究,日本廣島,112.09,1,39,印度邦加羅爾,112.11,1,36,日本京都,112.11,1,21
240,114,131　醫學生物學相關研究之國際會議暨研討-40,歐美亞澳洲,與基因體相關研究之國際會議,7,8,480,220,200,900,生命科學研究,美國夏威夷,112.11,1,113,美國波士頓,112.11,1,96,日本京都,113.03,1,81
240,114,132　物理與資訊基因體學相關研究之國際會議暨研討-15,歐美亞澳洲,與基因體相關研究之國際會議,7,8,480,220,200,900,生命科學研究,美國波士頓,112.09,1,1143,美國波士頓,112.12,1,293,美國新奧爾良,113.03,1,326
240,114,133　人文社會科學研究-91,歐美亞等洲,出席會議並發表論文等,6,20,800,865,120,1785,人文及社會科學研究,美國,112.06,1,65,法國,112.07,1,90,義大利,112.08,1,90
240,114,134　法律學研究-84,歐美亞澳非洲,參加會議及發表論文,6,10,575,460,115,1150,人文及社會科學研究,加拿大,112.10,1,93,美國,112.10,2,180,德國,112.10,1,63
240,114,135　資訊科技創新跨領域研究-3M,歐美亞洲,參加會議及發表論文,7,7,250,232,9,491,數理科學研究,,,,,,,,,,,,
240,114,136　資通安全計畫-3M,歐美亞洲,參加會議及發表論文,6,3,180,196,10,386,數理科學研究,,,,,,,,,,,,
240,114,137　智慧物聯網-3M,歐美亞洲,參加會議及發表論文,8,9,453,350,20,823,數理科學研究,,,,,,,,,,,,
240,114,138　國外學研/生技產業及醫療展會議-41,歐美亞洲,國外學研機構、生技產業機關等考察視察訪問、生技醫療展會等,8,1,180,50,20,250,生命科學研究,,,,,,,,,,,,
240,114,139　跨領域國際會議-16,歐美亞澳洲,學術討論與發表論文,7,2,130,150,28,308,南部院區,,,,,,,,,,,,
301,113,一、定期會議,,,,,,,,,,,,,,,,,,,,,
301,113,01　參加南島民族論壇暨第13屆太平洋藝術節交流會議－(內)-91,美國夏威夷,我國為南島民族論壇創始會員之一，透過參與本次論壇會議，瞭解各會員國推展及保存原住民族文化作法，並發展多邊合作關係之可行性，並藉太平洋藝術節的舉辦，交流各國原住民族文化藝術保存推動成果，作為規劃原住民族文化政策之參考。,7,1,36,75,6,117,施政及法制業務,,,,,,,,,,,,
301,113,02　參加臺日產業合作相關會議－(經)-91,日本,經濟部於101年成立臺日產業合作推動辦公室，由經濟部工業局長擔任辦公室主任，推動臺日產業合作事宜。經濟部(工業局)與日本經濟產業省(通商政策局)每年定期舉辦會議交流，促進臺日企業產業發展長期、多元領域合作。本次出國規劃參與臺日產業合作相關交流會議，與日本重點產業政策推動機關經濟產業省交流，並順訪相關重點產業廠商或組織，以供後續我國推動六大核心戰略產業等重大產業施政或決策參考。,7,1,50,60,10,120,施政及法制業務,,,,,,,,,,,,
301,113,03　參加第30屆世界智慧運輸大會－(交)-91,阿拉伯聯合大公國杜拜,"本次會議為世界智慧運輸大會(ITS)之年度大會，主要邀請全球最 具代表性之交通相關領域的專家學者及公私部門機構專業人士與會 交流，討論議題包含車聯網、雲端運算、大數據、AI人工智慧、區 塊鏈、5G網路等。可了解最新國際自駕車技術應用，並有助於我國高精地圖相關政策規劃。",7,1,51,76,78,205,施政及法制業務,,,,,,,,,,,,
301,113,04　出席經濟合作暨發展組織(OECD)或亞洲稅務行政及研究組織SGATAR等相關國際財政稅務會議－(財)-91,法國或其他亞洲國家,"藉由參加OECD或SGATAR相關會議，瞭解最新國際租稅研究議題，蒐 集亞太地區國家租稅制度之相關資訊；交換稅務行政經驗，拓展租 稅外交。",7,1,48,57,5,110,施政及法制業務,紐西蘭威靈頓,105.11,1,88,日本東京,106.05,1,69,印度孟買,108.11,1,85
301,113,05　參加2024年世界安全會議-水域安全議題－(教)-91,澳洲,"為落實校園水域安全，提升學生游泳與自救能力，參與世界衛生組 織(WHO)主辦之世界安全會議，有助於汲取各國水域安全政策之做 法，與國際水域安全專家建立交流管道，並觀摩當地水域安全措施及相關做法，期使我國水域安全策略與國際接軌。",8,1,53,56,26,135,施政及法制業務,,,,,,,,,,,,
301,113,06　參加聯合國氣候變化綱要公約第29次締約方大會、京都議定書第19次締約方會議暨巴黎協定第6次締約方會議－(能源)-91,捷克,1.掌握巴黎協定之進展、氣候變遷資訊及各國前瞻作法。2.推動我國溫室氣體減量業務與國際接軌。,12,1,134,80,12,226,施政及法制業務,波蘭卡托維茲,107.12,1,118,西班牙馬德里,108.12,1,126,埃及夏姆錫克,111.11,1,178
301,113,07　出席國際人道救援聯合演習及會議－(災防)-91,美國,"參與複合性災害防救聯合演練、境外人道救援、緊急應變機制及各 國人道救援經驗分享研討會。",9,1,70,82,13,165,災害防救及國土安全,,,,,,,,,,,,
301,113,08　參加臺歐盟災防相關會議－(災防)-91,比利時、歐盟會員國,就臺歐災防相關事宜進行交流與合作。,9,1,70,77,8,155,災害防救及國土安全,比利時、義大利,106.10,2,291,英國、比利時,107.10,1,87,荷蘭、比利時、法國,108.11,2,288
301,113,09　參加反恐或關鍵基礎設施安全防護工作會議－(國土)-91,美國或其他亞洲國家,"參加反恐、關鍵基礎設施或國土安全研討會等相關會議，強化多邊 交流與經驗分享，藉以接軌國際防護政策、策略作為及最新情勢， 強化安全防護韌性工作。",7,2,180,100,9,289,災害防救及國土安全,巴布亞紐幾內亞,107.08,2,222,智利聖地牙哥,108.08,3,435,馬來西亞布城,109.02,1,37
301,113,10　參加國土安全合作會議－(國土)-91,歐洲或印太地區國家,"就國際最新關鍵基礎設施法制、能源安全及防範新興威脅等相關議 題，建立合作架構，參加國土安全工作會議，提升與各國合作關係 。",6,2,160,102,9,271,災害防救及國土安全,比利時布魯塞爾,106.10,2,331,比利時布魯塞爾,107.09,2,288,印尼、馬來西亞,108.08,2,146
301,113,11　參加聯合國婦女地位委員會(CSW)舉辦之相關會議或其他國際會議－(性平)-91,美國或亞太、歐洲地區,"1.瞭解國際推動性別平等、婦女權益相關業務。 2.與各國代表互動交流，交換推動性別平等、婦女權益工作之經驗。 3.宣傳我國推動性別平等、婦女權益工作之績效。",10,1,86,114,10,210,性別平等業務,,,,,,,,,,,,
301,113,12　參加經濟暨合作發展組織(OECD)性別預算網絡年度會議及相關性別平等會議－(性平)-91,法國、英國或其他歐洲地區,"出席經濟暨合作發展組織(OECD)性別預算網絡年度會議，及赴英國 參與跨性別變更審查相關會議與進行性別平權交流。",11,3,354,347,30,731,性別平等業務,芬蘭、瑞典、丹麥,107.05,2,303,比利時、法國、奧地利,108.05,2,330,法國、挪威,111.09,3,625
301,113,13　參加國際消費者保護執行網絡(ICPEN)或其他消保政策與業務合作相關會議－(消保)-91,波蘭,1.行政院消保處為我國唯一獲ICPEN同意得出席會議之代表。2.討論ICPEN之消保政策、執法、與研究發展議題。3.開會協商雙邊合作或處理跨境消費爭議。4.本年度共參與2次會議，每次2人8天，共4人次。,8,4,311,160,60,531,消保及食安業務,尚比亞利文斯通,108.06,2,178,哥倫比亞迦太基娜,108.09,2,241,拉脫維亞里加,111.12,3,293
301,113,14　參加國際消費品健康安全組織(ICPHSO)會議或其他產品安全相關會議－(消保)-91,美國,"1.討論消費產品安全發展趨勢與合作項目。 2.交換產品安全法令、政策與檢測技術經驗。",7,1,43,47,16,106,消保及食安業務,美國奧蘭多,105.02,1,138,美國奧蘭多,107.02,1,149,,,,
301,113,15　參加歐美食品安全相關科學研討會－(食安)-91,歐洲(德國、義大利或荷蘭)、美國,參加歐洲或美國食品安全相關科學研討會，瞭解歐洲各國或美國食品安全相關之科學性評估、食品新興加工技術、食品安全相關法規、食品安全品質衛生管控及認驗證制度等，並參與各國專家學者分享有關當前新興食品安全問題的信息及最新的科學創新解決方案，藉由瞭解國外食品安全管理新趨勢及概念，進一步精進強化我國食安管理措施。,9,2,130,157,50,337,消保及食安業務,,,,,,,,,,,,
301,113,16　出席APEC2024年相關隱私權會議－(個資)-85,秘魯,配合APEC貿易暨投資委員會、經濟委員會倡議，參加包含數位經濟指導小組(DESG)暨資料隱私次級小組(DPS)會議、經濟委員會大會(EC)，以及強化經濟及法制架構(SELI)、經商便利度(EoDB)、法制革新(RR)主席之友(FoTC)相關會議。,7,2,250,74,11,335,個資保護委員會籌備業務,,,,,,,,,,,,
301,113,17　出席「全球CBPR論壇工作小組會議」暨相關研討會－(個資)-85,視當年主辦國家而訂(以百慕達暫估),配合全球CBPR論壇等國際法規調和倡議，積極參與相關工作小組會議及推展活動。,8,2,174,162,14,350,個資保護委員會籌備業務,,,,,,,,,,,,
301,114,一、定期會議,,,,,,,,,,,,,,,,,,,,,
301,114,"01　參加「2025年臺美跨境緝毒合作論壇」 - (外)-91",美國華盛頓,臺美跨境緝毒合作論壇已連續3年在臺舉辦，114年度暫定於美國華盛頓舉辦，本會議將建立臺美雙方緝毒機關之良好溝通與情資交換平臺，分享緝毒經驗及檢討過去合作業務成效，以及觀察國際毒品市場、不法販毒集團之犯罪手法及趨勢，提升臺美緝毒合作成果，另將拜會參訪美國聯邦各執法機關，深化臺美緝毒合作及關係。,8,1,66,94,40,200,施政及法制業務,,,,,,,,,,,,
301,114,02　參加澳洲道路安全研討會－(交)-91,澳洲墨爾本,澳洲零死亡願景為創建一個人為錯誤不會導致死亡或重傷的運輸系統，並已規劃10年計畫，藉由參加會議，交流各國道路交通安全政策、改善作法及實務經驗，有助於擬定我國道安政策之參考。,7,1,50,66,46,162,施政及法制業務,,,,,,,,,,,,
301,114,03　出席國際證券管理機關組織(IOSCO)相關會議或亞洲公司治理論壇等國際金融會議－(財)-91,澳洲或其他亞洲國家,藉由參與IOSCO或亞洲公司治理論壇等相關會議，瞭解先進國家發展資本市場經驗及金融創新發展、虛擬資產平台、公司治理等監理政策之國際脈動，有助我國相關政策規劃。,7,1,35,66,9,110,施政及法制業務,印度孟買,108.11,1,85,,,,,,,,
301,114,04　參加聯合國氣候變化綱要公約第30次締約方大會、京都議定書第20次締約方會議暨巴黎協定第7次締約方會議－(能源)-91,巴西,1.掌握巴黎協定之進展、氣候變遷資訊及各國前瞻作法。2.推動我國溫室氣體減量業務與國際接軌。,12,1,320,47,6,373,施政及法制業務,埃及夏姆錫克,111.11,1,178,阿拉伯聯合大公國杜拜,112.12,1,203,,,,
301,114,05　參加2025世界行動通信會議－(教)-91,西班牙巴塞隆納,"英國全球行動通訊系統協會(GSMA)每年於西班牙巴塞隆納舉辦「世界行動通信會議(Mobile World Congress, MWC)」，邀集各國通訊主管機關、電信業者、手機廠商、軟體供應商及無線通訊產業之專家、學者等參與，展示全球最新行動通訊產業之現勢與技術，為通訊領域最具影響力之國際展覽會。參加本展覽可瞭解國際行動通信最新發展趨勢、創新應用，提供我國制訂國家數位發展及通訊網路政策參考。",8,1,100,83,34,217,施政及法制業務,,,,,,,,,,,,
301,114,06　參加關鍵基礎設施安全防護與韌性相關會議－(國土)-91,美國或其他亞太地區,參加關鍵基礎設施、反恐議題等相關會議，強化交流與經驗分享，接軌國際防護政策及方法，強化設施持續營運韌性工作。,7,2,163,115,27,305,災害防救及國土安全,荷蘭海牙,107.02,1,205,土耳其安卡拉,108.05,1,73,美國華府,112.02,1,159
301,114,07　參加國土安全合作會議－(國土)-91,歐洲或印太地區,掌握最新國土安全情勢、關鍵基礎設施新興威脅防範與國土安全應變機制等各國前瞻作法，深化與各國交流互動與合作關係。,7,2,124,104,27,255,災害防救及國土安全,比利時布魯塞爾,107.09,2,288,印尼、馬來西亞,108.08,2,146,德國,112.10,2,645
301,114,08　參加聯合國婦女地位委員會(CSW)舉辦之相關會議或其他國際會議－(性平)-91,美國或亞太、歐洲地區,"1.瞭解國際推動性別平等、婦女權益相關業務。 2.與各國代表互動交流，交換推動性別平等、婦女權益工作之經驗。 3.宣傳我國推動性別平等、婦女權益工作之績效。",10,1,86,127,7,220,性別平等業務,美國(紐約),113.03,1,200,,,,,,,,
301,114,09　參加經濟合作暨發展組織(OECD)性別預算網絡年度會議及相關性別平等會議－(性平)-91,法國、英國或其他歐洲地區,出席經濟合作暨發展組織(OECD)性別預算網絡年度會議，及性別平等相關會議與進行性別平權交流。,6,2,156,114,18,288,性別平等業務,法國、挪威,111.09,3,625,英國,112.06,2,229,法國,113.05,1,114
301,114,10　參加臺歐盟性別人權議題相關會議－(性平)-91,比利時或其他歐洲國家,瞭解歐洲國家如何推動性別平等，並就性別平權議題進行雙邊交流，召開會議(赴比利時參加第6屆臺歐盟人權諮商會議)洽談可行合作事宜。,9,2,355,197,25,577,性別平等業務,芬蘭、瑞典、丹麥,107.05,2,303,比利時、法國、奧地利,108.05,2,330,比利時、德國,112.06,2,403
301,114,11　參加國際消費者保護執行網絡(ICPEN)或其他消保政策與業務合作相關會議－(消保)-91,美國,1.本院消保處為我國獲邀出席ICPEN會議之代表。2.討論ICPEN之消保政策、執法、與研究發展議題。3.開會協商雙邊合作或處理跨境消費爭議。4.本年度共參與2次會議，每次2人8天，共4人。,8,4,220,305,6,531,消保及食安業務,澳洲雪梨,112.05,2,214,波蘭華沙,112.10,2,204,波蘭格但斯克,113.05,2,220
301,114,12　參加國際消費者法會議－(消保)-91,阿根廷,1.瞭解各國消保趨勢與困境議題。2.交換消保法令、政策。3.借鏡消費者教育與實踐。,8,2,134,123,21,278,消保及食安業務,荷蘭阿姆斯特丹,104.06,1,110,巴西阿雷格里港,106.07,1,142,德國漢堡,112.07,1,144
301,114,13　參加歐美食品安全相關科學研討會－(食安)-91,歐洲(德國、義大利或荷蘭)、美國,瞭解歐洲各國或美國食品安全相關之科學性評估、食品新興加工技術、食品安全相關法規、食品安全品質衛生管控及認驗證制度等，並與各國專家學者分享有關當前新興食品安全問題的資訊及最新的科學創新解決方案，藉由瞭解國外食品安全管理新趨勢及概念，進一步精進強化我國食安管理措施。,9,2,130,195,45,370,消保及食安業務,,,,,,,,,,,,
301,114,"14　參加第八屆臺歐盟人權諮商會議 - (人權)-91",比利時或其他歐洲國家,延續每年舉辦1次之臺歐盟人權諮商會議，第八屆由歐方主辦，續就雙方所關注之人權議題進行交流並深化合作。,11,3,370,366,104,840,人權及轉型正義,比利時、法國、奧地利,108.05,2,304,德國、比利時,112.06,3,517,,,,
301,114,15　參加全球CBPR論壇及APEC相關隱私權工作小組會議與研討會－(個資)-85,韓國,"配合全球CBPR論壇及APEC CBPR倡議，參與全球CBPR論壇會議及APEC數位經濟指導小組(DESG)轄下資料隱私次級小組(DPS)會議，深化與其他國家(經濟體)及國際資料隱私專家互動交流。",5,3,60,96,34,190,個資保護委員會籌備業務,,,,,,,,,,,,
301,114,16　參加全球隱私大會(GPA)等國際相關個資保護會議－(個資)-85,視會議主辦國家而訂(以比利時暫估),參加國際間與新興科技、個資監理政策最相關且最權威之「全球隱私大會(GPA)」等國際會議，藉由國際參與交流，建立跨境合作關係，並建構與國際接軌之個資監理政策。,8,3,147,300,165,612,個資保護委員會籌備業務,,,,,,,,,,,,
401,113,一、定期會議,,,,,,,,,,,,,,,,,,,,,
401,113,01　參加國際圖書館組織會議-83,阿拉伯聯合大公國杜拜,2024年國際圖書館協會聯盟(IFLA)年會,10,2,140,210,30,380,一般行政,紐西蘭奧克蘭,109.08,,,希臘雅典,108.08,2,278,馬來西亞吉隆坡,107.08,1,81
401,113,02　參加OECD國會預算官員及獨立財政機關工作小組會議-83,歐美澳或亞太地區,OECD資深預算官員委員會舉辦之第16屆國會預算官員及獨立財政機關工作小組年會及研討會,6,3,315,95,40,450,一般行政,,,,,,,,,,,,
401,114,一、定期會議,,,,,,,,,,,,,,,,,,,,,
401,114,01　參加國際圖書館組織會議-83,歐美、澳或亞太地區,2025年國際圖書館協會聯盟(IFLA)年會,12,2,134,190,56,380,一般行政,荷蘭鹿特丹,112.08,2,321,希臘雅典,108.08,2,278,馬來西亞吉隆坡,107.08,1,81
401,114,02　參加OECD國會預算官員及獨立財政機關工作小組會議-83,歐美、澳或亞太地區,OECD資深預算官員委員會舉辦之第17屆國會預算官員及獨立財政機關工作小組年會及研討會,6,3,260,162,40,462,一般行政,,,,,,,,,,,,
501,113,一、定期會議,,,,,,,,,,,,,,,,,,,,,
501,113,01　派員赴越南出席臺越民事司法互助協定聯繫窗口諮詢會議-84,越南,配合法務部派員出席臺越民事司法互助協定聯繫窗口諮商會議。,5,2,70,50,23,143,一般行政,越南,104.08,2,75,越南,106.08,2,70,越南,111.10,2,91
2001,113,一、定期會議,,,,,,,,,,,,,,,,,,,,,
2001,113,01　出席2024年亞太教育者年會-86,大洋洲澳大利亞伯斯,配合展覽辦理大專校院國際教育交流及招生推廣。,5,2,50,58,10,118,國際及兩岸教育交流,新加坡,107.03,1,44,馬來西亞吉隆坡,108.03,1,49,泰國曼谷,112.03,2,116
2001,113,02　出席亞太大學交流會（UMAP）理事會-86,視實際會議地點而定,參與UMAP理事會各項重大決議及宣傳我國提供之獎學金。,5,1,30,24,5,59,國際及兩岸教育交流,日本東京,106.08,1,59,日本大阪,107.09,1,59,泰國曼谷,108.11,1,52
2001,113,03　出席2024年美洲教育者年會-86,美國紐奧良,配合展覽辦理大專校院國際教育交流及招生推廣。,6,2,163,120,26,309,國際及兩岸教育交流,美國,111.06,3,964,,,,,,,,
2001,113,04　出席2024年歐洲教育者年會-86,歐洲,配合展覽辦理大專校院國際教育交流及招生推廣。,7,2,275,130,37,442,國際及兩岸教育交流,西班牙、波蘭、立陶宛、荷蘭,111.09,3,1273,,,,,,,,
2001,113,05　部次長訪問友邦或參與國際教育會議及活動-86,依活動地點而定,增進邦誼促進我國與該地區教育合作交流。,7,2,190,120,25,335,國際及兩岸教育交流,新加坡,104.11,1,22,日本,105.03,1,11,比利時、荷蘭、英國,108.09,1,254
2001,114,一、定期會議,,,,,,,,,,,,,,,,,,,,,
2001,114,01　出席國際博物館ICOM第27屆大會-86,"亞洲 阿拉伯聯合大公國 杜拜",出席國際博物館ICOM第27屆大會。,11,2,80,220,10,310,終身教育行政及督導,,,,,,,,,,,,
2001,114,02　出席2025年亞太教育者年會-86,印度德里,配合展覽辦理大專校院國際教育交流及招生推廣。,5,1,120,38,10,168,國際及兩岸教育交流,新加坡,107.03,1,44,馬來西亞吉隆坡,108.03,1,49,泰國曼谷,112.03,2,116
2001,114,03　出席2025年美洲教育者年會-86,美國聖地牙哥,配合展覽辦理大專校院國際教育交流及招生推廣。,4,2,213,82,14,309,國際及兩岸教育交流,美國,111.06,3,964,美國,112.05,3,1167,,,,
2001,114,04　出席2025年歐洲教育者年會-86,瑞典哥特堡,配合展覽辦理大專校院國際教育交流及招生推廣。,7,1,253,62,20,335,國際及兩岸教育交流,西班牙、波蘭、立陶宛、荷蘭,111.09,3,1273,英國、波蘭、捷克,112.09,3,753,,,,
2001,114,05　部次長訪問友邦或參與國際教育會議及活動-86,依活動地點而定,增進邦誼促進我國與該地區教育合作交流。,7,2,190,120,25,335,國際及兩岸教育交流,新加坡,104.11,1,22,日本,105.03,1,11,比利時、荷蘭、英國,108.09,1,254
2001,114,06　出席2025年美國外語教學委員會（ACTFL）年會-86,美國紐奧良,參與展覽宣傳臺灣華語教育及產業資源，並增加與該地區教育合作交流。,5,1,55,51,10,116,國際及兩岸教育交流,美國波士頓,111.11,1,130,,,,,,,,
2001,114,二、不定期會議,,,,,,,,,,,,,,,,,,,,,
2001,114,07　ICANN82（網際網路名稱與號碼分配機構第82次會議）-86,美國,強化我國參與「網際網路名稱與號碼分配機構（ICANN）」網際網路國際事務，提升我國網路社群對網際網路公共事務之認知與專業形象，促進網路技術、網路安全及資訊安全等層面之國際交流合作，建構安全、穩定及可信賴之網際網路環境，並培養國際人才實質參與國際網際網路政策制定。,6,1,33,38,1,72,資訊與科技教育行政及督導,,,,,,,,,,,,
